courseid,classname,units,subject
CMDB206,Gene Silencing,3,"Cell , Molecular, and Developmental Biology"
CMDB207,Stem Cell Biology and Disease,4,"Cell , Molecular, and Developmental Biology"
CMDB208,Stem Cell Ethics,2,"Cell , Molecular, and Developmental Biology"
CMDB209,Ribonucleic Acid (RNA) Biology,3,"Cell , Molecular, and Developmental Biology"
CMDB210,Molecular Biology of Human Disease Vectors,3,"Cell , Molecular, and Developmental Biology"
CMDB211,Laboratory in Human Embryonic Stem Cell Culture,2,"Cell , Molecular, and Developmental Biology"
CMDB230,Molecular Plant-Microbial Interactions,3,"Cell , Molecular, and Developmental Biology"
CMDB250,"Special Topics in Cell, Molecular, and Developmental Biology 1 to",2,"Cell , Molecular, and Developmental Biology"
CMDB255,Stem Cell Biology,1,"Cell , Molecular, and Developmental Biology"
CMDB256,Seminar in Stem Cell Biology,1,"Cell , Molecular, and Developmental Biology"
CMDB257,"Seminar in Cell, Molecular, and Developmental Biology",1,"Cell , Molecular, and Developmental Biology"
CMDB258,"Graduate Student Seminar in Cell, Molecular, and Developmental Biology",1,"Cell , Molecular, and Developmental Biology"
CMDB281,"(E-Z) Seminar in Cell Development, Structure, and Function",2,"Cell , Molecular, and Developmental Biology"
CMDB290,Directed Studies 1 to,6,"Cell , Molecular, and Developmental Biology"
CMDB292,"Concurrent Analytical Studies in Cell, Molecular, and Developmental Biology 2 to",4,"Cell , Molecular, and Developmental Biology"
CMDB297,Directed Research 1 to,6,"Cell , Molecular, and Developmental Biology"
CMDB299,Research For the Thesis Or Dissertation 1 to,12,"Cell , Molecular, and Developmental Biology"
CPAC102,Ancient Civilizations and Later Identities,4,Comparative Ancient Civilizations
CPAC112,Comparative Ancient Historical Writing,4,Comparative Ancient Civilizations
CPAC121,Monarchy,4,Comparative Ancient Civilizations
CPAC121S,Monarchy,5,Comparative Ancient Civilizations
CPAC129A,Introduction to Maya Hieroglyphs,4,Comparative Ancient Civilizations
CPAC129B,The Linguistics of Ancient Maya Writing,4,Comparative Ancient Civilizations
CPAC132,Medical Traditions in China and Greece,4,Comparative Ancient Civilizations
CPAC133,Ancient Writing and Literacy,4,Comparative Ancient Civilizations
CPAC134,History of Ancient Astronomy,4,Comparative Ancient Civilizations
CPAC141,Militarism and Hegemony in the Ancient World,4,Comparative Ancient Civilizations
CPLT001,Introduction to Close Reading,4,Comparative Literature and Languages
CPLT001W,Introduction to Close Reading,5,Comparative Literature and Languages
CPLT002,Reading World Literature,4,Comparative Literature and Languages
CPLT012,The Writer in Writing,4,Comparative Literature and Languages
CPLT017A,Masterworks of World Literature,5,Comparative Literature and Languages
CPLT017B,Masterworks of World Literature,5,Comparative Literature and Languages
CPLT017C,Masterworks of World Literature,5,Comparative Literature and Languages
CPLT021,"Introduction to Film, Literature, and Culture",4,Comparative Literature and Languages
CPLT022A,Introduction to World Literature By Women,4,Comparative Literature and Languages
CPLT022B,Introduction to World Literature By Women,4,Comparative Literature and Languages
CPLT023,Modern Japan and Personal Narrative,4,Comparative Literature and Languages
CPLT024,World Cinema,4,Comparative Literature and Languages
CPLT025,Introduction to Science Fiction,4,Comparative Literature and Languages
CPLT026,"Introduction to Literature, Film, and Art By French and Francophone Women",4,Comparative Literature and Languages
CPLT027,Food in Film,4,Comparative Literature and Languages
CPLT028,"Justice, Law, Violence",4,Comparative Literature and Languages
CPLT029,"The Arts: Approach, Comparison, and Culture",4,Comparative Literature and Languages
CPLT030,Introduction to Chinese Civilization,5,Comparative Literature and Languages
CPLT037,Otaku Worldwide: the Globalization of Japanese Media and its Subcultures,4,Comparative Literature and Languages
CPLT040,Literary Response to Disaster and Repression,5,Comparative Literature and Languages
CPLT040W,Literary Response to Disaster and Repression,5,Comparative Literature and Languages
CPLT041,Masterworks of Chinese Literature,4,Comparative Literature and Languages
CPLT042,Responses to Political Repression in Modern Chinese Literature and Film,4,Comparative Literature and Languages
CPLT042W,Responses to Political Repression in Modern Chinese Literature and Film,4,Comparative Literature and Languages
CPLT046,Representing the Holocaust in Words and Images,4,Comparative Literature and Languages
CPLT048,Chinese Cinema,4,Comparative Literature and Languages
CPLT056,Cultures of the Japanese Empire,4,Comparative Literature and Languages
CPLT062,Introduction to Southeast Asian Literature,4,Comparative Literature and Languages
CPLT063,Reading Southeast Asian Stories,4,Comparative Literature and Languages
CPLT070,Introduction to African Literature,4,Comparative Literature and Languages
CPLT072,African Oral Literature & Cultures,4,Comparative Literature and Languages
CPLT110,Literary Analysis and Criticism,4,Comparative Literature and Languages
CPLT111,"Berlin Metropolis in Literature, Film, Music, and Art",4,Comparative Literature and Languages
CPLT112,Mythology,4,Comparative Literature and Languages
CPLT114,The Classical Tradition,4,Comparative Literature and Languages
CPLT115,Modern German History Through Film,4,Comparative Literature and Languages
CPLT116,Japan and its Others,4,Comparative Literature and Languages
CPLT118,The Alien as Other,4,Comparative Literature and Languages
CPLT120,Autobiography,4,Comparative Literature and Languages
CPLT121,"Crossing Borders: Immigration, Migration, and Exile in Cinema",4,Comparative Literature and Languages
CPLT123,Transnational Feminist Film and Media,4,Comparative Literature and Languages
CPLT125,German Fairy Tales: From Brothers Grimm to Hollywood,4,Comparative Literature and Languages
CPLT126,From Novel to Screen: Film Adaptations of German Literature,4,Comparative Literature and Languages
CPLT131,"Marx, Nietzsche, Freud",4,Comparative Literature and Languages
CPLT132,Rousseau and Revolution,4,Comparative Literature and Languages
CPLT134,Cinematic War Memory,4,Comparative Literature and Languages
CPLT136,The Enlightenment and its Consequences: Modern Europe in the Arts,4,Comparative Literature and Languages
CPLT137,"Passions, Apparitions, and Automata",4,Comparative Literature and Languages
CPLT139,The Divine Comedy,4,Comparative Literature and Languages
CPLT142,(E-Z) Women’s Writing in Modern Asia and Asian America,4,Comparative Literature and Languages
CPLT143,France and Asia in Literature and the Arts,4,Comparative Literature and Languages
CPLT145,Modern Japanese Thought,4,Comparative Literature and Languages
CPLT146,Comedy and Satire,4,Comparative Literature and Languages
CPLT147,(E-Z) The Novel,4,Comparative Literature and Languages
CPLT148,Short Narrative,4,Comparative Literature and Languages
CPLT149,The Development of Classical Modern Drama,4,Comparative Literature and Languages
CPLT151,Palestine/Algeria,4,Comparative Literature and Languages
CPLT152,Modern Arabic Poetry in A Multilingual Frame,4,Comparative Literature and Languages
CPLT154,Introduction to Arabic Philosophy,4,Comparative Literature and Languages
CPLT155,Introduction to Arabic Literature,4,Comparative Literature and Languages
CPLT156,Jews and Arabs,4,Comparative Literature and Languages
CPLT160,(E-Z) Comparative Cultural Studies: From the Middle Ages to Postmodernism,4,Comparative Literature and Languages
CPLT163,Nationalism and the Novel,4,Comparative Literature and Languages
CPLT166,Vietnam and the Philippines,4,Comparative Literature and Languages
CPLT167,Postcolonial Literature and Criticism in Southeast Asia and South Asia,4,Comparative Literature and Languages
CPLT173,(E-Z) International Cinemas,4,Comparative Literature and Languages
CPLT174,(E-Z) Comparative Studies in Film,4,Comparative Literature and Languages
CPLT175,Women in African Literature,4,Comparative Literature and Languages
CPLT176,"The Holocaust in Literature, Film and Culture",4,Comparative Literature and Languages
CPLT177,Africa & the Post-Colonial in African Literature,4,Comparative Literature and Languages
CPLT180,(E-Z) Literature and Related Fields,4,Comparative Literature and Languages
CPLT181,"Existentialism in Literature, Film, and Culture",4,Comparative Literature and Languages
CPLT187,Metafiction,4,Comparative Literature and Languages
CPLT190,Special Studies 1 to,5,Comparative Literature and Languages
CPLT193,Capstone Research Seminar,4,Comparative Literature and Languages
CPLT195H,Senior Thesis 1 to,2,Comparative Literature and Languages
CPLT196,Senior Research Paper,2,Comparative Literature and Languages
CPLT200,Topics in Southeast Asian Studies,4,Comparative Literature and Languages
CPLT205,Literature of Southeast Asia,4,Comparative Literature and Languages
CPLT210,Canons in Comparative Literature,4,Comparative Literature and Languages
CPLT212,Introduction to Graduate Studies in Comparative Literature,4,Comparative Literature and Languages
CPLT213,Rhetoric and Argument in Ancient China and Greece,4,Comparative Literature and Languages
CPLT214,History of Criticism,4,Comparative Literature and Languages
CPLT215A,Contemporary Critical Theory,4,Comparative Literature and Languages
CPLT215B,Issues in Contemporary Theory,4,Comparative Literature and Languages
CPLT220,(E-Z) German Aesthetic Theory,4,Comparative Literature and Languages
CPLT221,Film and Literature,4,Comparative Literature and Languages
CPLT222,Problems in the Pedagogy of Comparative Literature,4,Comparative Literature and Languages
CPLT223,Topics in East Asian Literature and Film,4,Comparative Literature and Languages
CPLT224,Film Theory,4,Comparative Literature and Languages
CPLT243,France and Asia: Orientalism and Beyond,4,Comparative Literature and Languages
CPLT252,"Topics in Tourism, Cultural Authenticity, and the Question of Nostalgia",4,Comparative Literature and Languages
CPLT261,European Modernities,4,Comparative Literature and Languages
CPLT267,Colonialisms and Postcolonial Criticism,4,Comparative Literature and Languages
CPLT270,Modern African Literature,4,Comparative Literature and Languages
CPLT277,Seminar in Comparative Literature,4,Comparative Literature and Languages
CPLT284,"Literature, Colonialism, and Religion",4,Comparative Literature and Languages
CPLT290,Directed Studies 1 to,6,Comparative Literature and Languages
CPLT290,Directed Studies 1 to,6,Comparative Literature and Languages
CPLT290,Directed Studies 1 to,6,Comparative Literature and Languages
CPLT290,Directed Studies 1 to,6,Comparative Literature and Languages
CPLT290,Directed Studies 1 to,6,Comparative Literature and Languages
CPLT291,Individual Studies in Coordinated Areas 1 to,6,Comparative Literature and Languages
CPLT292,Concurrent Analytical Studies,2,Comparative Literature and Languages
CPLT293,(E-Z) Research Topics in Comparative Literature & Foreign Languages 1 to,6,Comparative Literature and Languages
CPLT299,Research For Thesis Or Dissertation 1 to,12,Comparative Literature and Languages
CPLT301,Teaching of Foreign Language at the College Level,4,Comparative Literature and Languages
CPLT301,Teaching of Foreign Language at the College Level,4,Comparative Literature and Languages
CPLT301,Teaching of Foreign Language at the College Level,4,Comparative Literature and Languages
CPLT301,Teaching of Foreign Language at the College Level,4,Comparative Literature and Languages
CRWT012,The Writer in Writing,4,Creative Writing
CRWT040,Fiction and Film,4,Creative Writing
CRWT040S,Fiction and Film,5,Creative Writing
CRWT041,Poetry and Fiction: A Reading Course For Writers,4,Creative Writing
CRWT043,Creative Writing and Ancestry,4,Creative Writing
CRWT044,"Ghosts, Gods, and Monsters: Children’s Literature For Writers",4,Creative Writing
CRWT045,The Prose Poem and “Short- Short” Story,4,Creative Writing
CRWT046,Craft of Writing: Survey in Contemporary Fiction,4,Creative Writing
CRWT046S,Craft of Writing: Survey in Contemporary Fiction,4,Creative Writing
CRWT047,Craft of Writing: Survey in Contemporary Poetry,4,Creative Writing
CRWT047S,Craft of Writing: Survey in Contemporary Poetry,4,Creative Writing
CRWT048,Craft of Writing: Survey in Contemporary Nonfiction,4,Creative Writing
CRWT048S,Craft of Writing: Survey in Contemporary Nonfiction,5,Creative Writing
CRWT056,Introduction to Creative Writing,4,Creative Writing
CRWT057A,Introduction to Fiction,4,Creative Writing
CRWT057B,Introduction to Poetry,4,Creative Writing
CRWT057C,Introduction to Creative Nonfiction,4,Creative Writing
CRWT066,Screenwriting: How Movies Work,4,Creative Writing
CRWT076,The Verbal Coliseum: Spoken Word Workshop,5,Creative Writing
CRWT130,Beginning Creative Nonfiction,4,Creative Writing
CRWT132,Intermediate Creative Nonfiction,4,Creative Writing
CRWT134,Advanced Creative Nonfiction,4,Creative Writing
CRWT136,Professional Creative Nonfiction Workshop,5,Creative Writing
CRWT146,Special Topics: Fiction,4,Creative Writing
CRWT146S,Special Topics: Fiction,5,Creative Writing
CRWT150,Beginning Poetry Workshop,4,Creative Writing
CRWT152,Beginning Fiction Workshop,4,Creative Writing
CRWT155,The Graphic Novel,4,Creative Writing
CRWT160,Intermediate Poetry Workshop,4,Creative Writing
CRWT162,Intermediate Fiction Workshop,4,Creative Writing
CRWT164A,Beginning Playwriting,4,Creative Writing
CRWT164B,Intermediate Playwriting,4,Creative Writing
CRWT164C,Advanced Playwriting,4,Creative Writing
CRWT170,Advanced Poetry Workshop,4,Creative Writing
CRWT171,Anatomy of Poetry,4,Creative Writing
CRWT172,Advanced Fiction Workshop,4,Creative Writing
CRWT173,Prose Poem Workshop,4,Creative Writing
CRWT174,Issues in Journalism,4,Creative Writing
CRWT176,Topics in Craft of Writing,4,Creative Writing
CRWT182,Professional Fiction Workshop,5,Creative Writing
CRWT185,Special Topics in Nonfiction,4,Creative Writing
CRWT186A,Beginning Book Arts,4,Creative Writing
CRWT186B,Intermediate Book Arts,4,Creative Writing
CRWT187,Metafiction,4,Creative Writing
CRWT190,Special Studies 1 to,5,Creative Writing
CRWT195,Senior Thesis,4,Creative Writing
CRWT195H,Senior Honors Thesis,4,Creative Writing
CRWT198I,Individual Internship 1 to,12,Creative Writing
CS005,Introduction to Computer Programming,4,Computer Science and Engineering
CS006,Effective Use of the World Wide Web,4,Computer Science and Engineering
CS008,Introduction to Computing,4,Computer Science and Engineering
CS009A,Data Oriented Introduction to Computing I,4,Computer Science and Engineering
CS009B,Data Oriented Introduction to Computing II,4,Computer Science and Engineering
CS009C,C++ For Programmers,2,Computer Science and Engineering
CS010A,"Introduction to Computer Science For Science, Mathematics, and Engineering I",4,Computer Science and Engineering
CS010B,"Introduction to Computer Science For Science, Mathematics, and Engineering II",4,Computer Science and Engineering
CS010C,Introduction to Data Structures and Algorithms,4,Computer Science and Engineering
CS011,Introduction to Discrete Structures,4,Computer Science and Engineering
CS015,Introduction to Data Science,4,Computer Science and Engineering
CS061,Machine Organization and Assembly Language Programming,4,Computer Science and Engineering
CS100,Software Construction,5,Computer Science and Engineering
CS105,Data Analysis Methods,4,Computer Science and Engineering
CS108,Data Science Ethics,4,Computer Science and Engineering
CS110,Principles of Web Development,4,Computer Science and Engineering
CS111,Discrete Structures,4,Computer Science and Engineering
CS119L,Laboratory in Problem Solving and Programming,2,Computer Science and Engineering
CS120A,Logic Design,5,Computer Science and Engineering
CS120B,Introduction to Embedded Systems,4,Computer Science and Engineering
CS122A,Intermediate Embedded and Real-Time Systems,5,Computer Science and Engineering
CS122B,Advanced Embedded and Real- Time Systems,5,Computer Science and Engineering
CS130,Computer Graphics,4,Computer Science and Engineering
CS131,Edge Computing,4,Computer Science and Engineering
CS133,Computational Geometry,4,Computer Science and Engineering
CS135,Virtual Reality,4,Computer Science and Engineering
CS141,Intermediate Data Structures and Algorithms,4,Computer Science and Engineering
